athlete_name,catapult_athlete_id,date,end_time,activity_name,athlete_weight,activity_id,athlete_jersey,start_time,position_name,team_name,month_name,day_name,field_time,bench_time,total_distance,total_duration,peak_player_load,total_player_load,total_2d_player_load,total_slow_player_load,total_1d_fwd_player_load,total_1d_side_player_load,total_1d_up_player_load,velocity_exertion,max_vel,peak_meta_power,equivalent_distance,meterage_per_minute
Kenzie Solomon,80afc22c-7b44-4cca-83af-4b9370cf2987,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,1,1753993820.14,Goalkeeper,Rice WSOC,July,Thursday,3530.83,0.0,1.66921,3530.83,6.25268,291.37601,196.14015,208.97673,100.82736,146.50435,180.79022,11.78528,14.2673,84.51285,1.88328,45.64937
Kenna Sanders,457dc155-bdf2-48cc-8a59-2f0b4ec42ae2,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,18,1753993820.14,Forward,Rice WSOC,July,Thursday,3491.74,0.0,2.17815,3491.74,4.619,415.6851,234.25187,158.46079,122.79984,172.51616,301.66634,21.10598,14.05683,70.59822,2.47121,60.23464
Jessica Molina,49ee30cf-715d-49d2-bfd4-f208c806a5db,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,16,1753993820.14,Forward,Rice WSOC,July,Thursday,3491.74,0.0,2.35409,3491.74,4.56792,379.59943,237.19119,130.47082,151.74366,149.37283,258.39268,25.10904,15.83884,98.75203,2.60524,65.10002
Naija Bruckner,59840313-0841-4a21-a5b5-b8b24cad01b8,07/31/2025,1753996515.02,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,28,1753993820.14,Central Midfielder,Rice WSOC,July,Thursday,2483.56,0.0,1.75005,2483.56,5.2208,311.63004,188.53505,130.46886,112.92243,126.66742,216.64528,16.92832,17.13289,106.63052,1.96044,68.04195
Carsyn Martz,5ec6f0de-aa33-44a6-9b7e-676076c27478,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,20,1753993820.14,Wide Midfielder,Rice WSOC,July,Thursday,3491.74,0.0,2.70588,3491.74,6.02792,433.27059,277.11025,167.92792,180.00681,171.29461,286.24858,30.81429,16.81202,88.85371,3.132,74.82859
Isabelle Kent,6e66b652-d707-4f6a-86d3-61696dab1831,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,2,1753993820.14,Full Back,Rice WSOC,July,Thursday,3491.74,0.0,2.76465,3491.74,6.84134,446.80865,269.03378,168.59766,147.83375,193.21115,308.45669,31.21406,14.16024,77.37077,3.02182,76.45359
Leah Chancey,85ed14d3-34f0-42fc-8477-c03064e998f4,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,23,1753993820.14,Central Midfielder,Rice WSOC,July,Thursday,3491.74,0.0,2.81377,3491.74,4.47989,479.3344,282.95236,147.99804,163.33092,193.65702,335.99661,36.04618,15.16343,75.55104,3.13255,77.81191
Mariana Elizondo,c3d64405-eb5d-4fc0-a8df-06af8ad627bf,07/31/2025,1753975455.65,Organizational 7.31.25,201,43a2368a-a29a-40e2-afb6-a01a1ad01457,10,1753971622.41,Central Midfielder,Rice WSOC,July,Thursday,3631.71,0.0,2.1438,3631.72,3.68714,502.75531,326.3216,293.51153,202.43776,214.33578,324.48421,19.03266,14.5372,70.75206,2.51839,58.18238
Sophie Zhang,713ce913-8f9b-41cb-b395-b08e3e69186f,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,9,1753993820.14,Forward,Rice WSOC,July,Thursday,3491.74,0.0,2.84266,3491.74,5.06487,530.06802,323.21683,198.14108,184.91809,222.37343,364.59899,33.41143,15.02033,86.93031,3.23316,78.61105
Laurel Kelley,a3fa5f45-c40a-44d8-ae81-6ac82f3fc9ef,07/31/2025,1753975455.65,Organizational 7.31.25,201,43a2368a-a29a-40e2-afb6-a01a1ad01457,21,1753971622.41,Forward,Rice WSOC,July,Thursday,3631.72,0.0,1.82216,3631.72,3.97479,377.0293,242.01862,218.97618,141.31124,166.69696,248.3255,16.36632,16.23459,82.61026,2.13597,48.44782
Megan Sweeney,76ec7312-9b6e-4355-a747-4de0c8e2d8b9,07/31/2025,1753975455.65,Organizational 7.31.25,201,43a2368a-a29a-40e2-afb6-a01a1ad01457,0,1753971622.41,Goalkeeper,Rice WSOC,July,Thursday,3631.72,0.0,1.88822,3631.72,3.80674,383.23581,250.56244,185.01167,158.20662,160.78848,248.45059,18.17981,15.62348,66.58652,2.16232,50.20429
Kenzie Solomon,80afc22c-7b44-4cca-83af-4b9370cf2987,07/31/2025,1753975747.04,Organizational 7.31.25,201,43a2368a-a29a-40e2-afb6-a01a1ad01457,1,1753971622.41,Goalkeeper,Rice WSOC,July,Thursday,4004.92,0.0,2.0193,4004.93,6.08601,391.95523,258.04889,295.43921,153.33548,174.30436,250.57201,12.93392,14.16318,68.91442,2.3198,49.62639
Jadyn Jaeger,8e9bb6cd-180e-47be-afa1-39abe9300b25,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,11,1753993820.14,Full Back,Rice WSOC,July,Thursday,3491.74,0.0,2.33016,3491.74,3.97097,345.1116,204.58397,125.5955,129.2554,130.33906,243.80652,25.98339,16.45654,91.54439,2.76249,64.43826
Jules Johnston,931babc9-289c-47bf-970a-22d756ac9f5a,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,25,1753993820.14,Forward,Rice WSOC,July,Thursday,3491.74,0.0,2.77648,3491.74,5.14318,469.83664,304.29445,167.23619,176.72106,208.60372,309.02541,29.35436,15.98912,81.63927,3.0918,76.78089
Eileen Albers,943afa05-aaac-4426-ba0c-1ebef4e76cb7,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,12,1753993820.14,Forward,Rice WSOC,July,Thursday,3491.74,0.0,2.60264,3491.74,4.76711,423.05741,228.51967,135.15791,143.36006,148.01605,317.65185,27.20255,16.93565,104.65013,2.96749,71.97353
Allie Love,99ee597d-39b8-4fb7-9c63-0d052a15c0a8,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,17,1753993820.14,Forward,Rice WSOC,July,Thursday,3491.74,0.0,3.72913,3491.74,5.28895,639.93239,408.41662,163.89767,244.51103,272.69757,423.2633,56.87835,15.2362,81.15994,4.21127,103.12552
Kirsten Ruf,9a8fba27-951b-4253-aac1-ae31800ac075,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,22,1753993820.14,Goalkeeper,Rice WSOC,July,Thursday,3530.83,0.0,1.50897,3530.83,6.62031,244.50744,159.27739,164.63133,95.81887,106.5978,157.63168,9.49379,15.27837,84.32214,1.71438,41.26712
Laurel Kelley,a3fa5f45-c40a-44d8-ae81-6ac82f3fc9ef,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,21,1753993820.14,Forward,Rice WSOC,July,Thursday,3491.74,0.0,2.75323,3491.74,6.23532,490.1259,318.52614,174.99313,183.06718,221.34523,322.21289,34.29148,15.60431,97.73905,3.12032,76.13791
Lauren Pickup,ae01c819-c49a-41ef-aa65-20df1a8a40a9,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,8,1753993820.14,Full Back,Rice WSOC,July,Thursday,3491.74,0.0,2.96067,3491.74,3.71057,456.3208,303.248,169.47123,174.06144,210.75955,290.83781,33.23391,16.53281,99.32608,3.38998,81.87445
Mariana Elizondo,c3d64405-eb5d-4fc0-a8df-06af8ad627bf,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,10,1753993820.14,Central Midfielder,Rice WSOC,July,Thursday,3491.74,0.0,2.94766,3491.74,4.46299,522.16563,302.65328,172.25528,184.81493,200.64185,374.51618,32.84184,14.59761,88.69196,3.29106,81.51472
Sam Walker,ce80f564-5fb7-4c34-8faf-d75015152871,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,30,1753993820.14,Goalkeeper,Rice WSOC,July,Thursday,3530.83,0.0,1.91999,3530.83,6.61916,332.73346,225.91289,211.57975,136.95211,150.10532,205.2619,13.42888,14.96621,90.26648,2.2169,52.50758
Dayo Tennyson,d0c5a2ec-d0d5-4ae1-bc9f-ae270bfc51e9,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,3,1753993820.14,Full Back,Rice WSOC,July,Thursday,3491.74,0.0,2.17584,3491.74,4.82067,437.04675,289.11251,194.69983,179.14791,185.83125,270.90013,21.54466,15.90874,94.41174,2.55789,60.17065
Chelsea Cross,d654a3c8-46fc-4466-b132-8b2ba7258344,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,24,1753993820.14,Central Midfielder,Rice WSOC,July,Thursday,3491.72,0.0,2.72278,3491.74,4.77875,502.01997,290.08771,135.71695,176.57581,192.28551,358.63644,39.40692,12.75676,57.10473,3.08445,75.94614
Olivia Duvall,d91f4f1a-979c-4c34-bb2f-a8b1f5176b9e,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,14,1753993820.14,Forward,Rice WSOC,July,Thursday,3491.74,0.0,2.65596,3491.74,4.14668,405.91607,254.37576,141.30661,160.58921,163.23507,274.31334,27.67784,16.18919,92.01852,3.01123,73.44803
Camille Quarterman,e710b8f7-8542-490c-80f0-c110cb9ed839,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,33,1753993820.14,Wide Midfielder,Rice WSOC,July,Thursday,3491.74,0.0,2.83812,3491.74,6.32047,457.62993,283.74456,160.08206,169.03996,193.40366,309.92188,36.70403,17.30576,111.39754,3.29666,78.48555
Mia Brumlow,e9141800-8f9c-4a98-8265-2ae17f48913e,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,13,1753993820.14,Wide Midfielder,Rice WSOC,July,Thursday,3491.74,0.0,2.29864,3491.74,5.81454,406.00483,256.70733,138.75837,159.3181,168.74895,272.67544,25.23708,16.13544,95.02444,2.62932,63.56668
Jordyn Mariam,f7e75558-805b-459d-b944-ec8d5a5beeac,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,5,1753993820.14,Wide Midfielder,Rice WSOC,July,Thursday,3491.74,0.0,2.67507,3491.74,4.81339,472.41434,317.73831,166.58847,187.25999,219.02156,291.54395,30.16695,16.16887,91.77897,3.04826,73.97647
Piper Biziorek,fb332127-6268-4995-a140-9076566dc702,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,15,1753993820.14,Central Midfielder,Rice WSOC,July,Thursday,3491.74,0.0,3.74842,3491.74,6.45731,767.29079,535.66845,182.37629,308.11771,374.97282,458.61346,60.42495,15.37297,90.59079,4.31164,103.65886
Naija Bruckner,59840313-0841-4a21-a5b5-b8b24cad01b8,07/31/2025,1753975455.65,Organizational 7.31.25,201,43a2368a-a29a-40e2-afb6-a01a1ad01457,28,1753971622.41,Central Midfielder,Rice WSOC,July,Thursday,3631.72,0.0,1.92278,3631.72,5.57894,430.85783,263.07084,213.90702,155.7918,177.9934,296.65316,16.50861,17.53373,98.34827,2.32078,51.12312
Kirsten Ruf,9a8fba27-951b-4253-aac1-ae31800ac075,07/31/2025,1753975747.04,Organizational 7.31.25,201,43a2368a-a29a-40e2-afb6-a01a1ad01457,22,1753971622.41,Goalkeeper,Rice WSOC,July,Thursday,4004.93,0.0,1.90339,4004.93,6.74626,375.41586,256.93685,261.18597,159.85443,168.81465,230.04004,13.37519,16.25588,83.13416,2.26684,45.89147
Carsyn Martz,5ec6f0de-aa33-44a6-9b7e-676076c27478,07/31/2025,1753975455.65,Organizational 7.31.25,201,43a2368a-a29a-40e2-afb6-a01a1ad01457,20,1753971622.41,Wide Midfielder,Rice WSOC,July,Thursday,3631.72,0.0,2.07728,3631.72,3.6866,360.54171,234.74094,198.32733,150.28213,148.35725,236.42249,18.40869,17.48995,81.31725,2.41782,55.23104
Isabelle Kent,6e66b652-d707-4f6a-86d3-61696dab1831,07/31/2025,1753975455.65,Organizational 7.31.25,201,43a2368a-a29a-40e2-afb6-a01a1ad01457,2,1753971622.41,Full Back,Rice WSOC,July,Thursday,3631.72,0.0,1.7688,3631.72,3.2484,314.68992,201.87027,173.89147,124.96133,131.96841,205.67087,14.72252,14.81747,71.00915,2.00529,47.02909
Betty Velkova,8b0cb352-4da9-4349-b147-77a3736ea957,07/31/2025,1753997880.33,Fitness Testing 7.31.25,201,8f193404-d1a3-4e4a-8326-8f687e061717,19,1753993820.14,Forward,Rice WSOC,July,Thursday,3491.74,0.0,3.26554,3491.74,4.74046,636.54604,366.4101,179.96437,225.81251,238.80899,457.05122,38.76852,14.87983,88.36406,3.70108,90.30532
Sophie Zhang,713ce913-8f9b-41cb-b395-b08e3e69186f,07/31/2025,1753975455.65,Organizational 7.31.25,201,43a2368a-a29a-40e2-afb6-a01a1ad01457,9,1753971622.41,Forward,Rice WSOC,July,Thursday,3631.72,0.0,1.85302,3631.72,4.17524,419.97522,266.5542,220.13564,150.80859,187.82809,278.56054,15.15648,14.89728,78.1385,2.13707,49.26825
Allie Love,99ee597d-39b8-4fb7-9c63-0d052a15c0a8,07/31/2025,1753975455.65,Organizational 7.31.25,201,43a2368a-a29a-40e2-afb6-a01a1ad01457,17,1753971622.41,Forward,Rice WSOC,July,Thursday,3631.72,0.0,2.17917,3631.72,5.25079,473.38787,315.65377,260.60981,195.20829,206.19721,298.36308,18.39297,14.91279,65.89888,2.53313,57.94009
Eileen Albers,943afa05-aaac-4426-ba0c-1ebef4e76cb7,07/31/2025,1753975455.65,Organizational 7.31.25,201,43a2368a-a29a-40e2-afb6-a01a1ad01457,12,1753971622.41,Forward,Rice WSOC,July,Thursday,3631.72,0.0,1.78712,3631.72,5.37691,335.91235,194.10411,152.68897,118.7389,129.07105,242.04957,15.81468,16.4712,79.55157,2.06866,47.51629
Jadyn Jaeger,8e9bb6cd-180e-47be-afa1-39abe9300b25,07/31/2025,1753975455.65,Organizational 7.31.25,201,43a2368a-a29a-40e2-afb6-a01a1ad01457,11,1753971622.41,Full Back,Rice WSOC,July,Thursday,3631.72,0.0,2.04865,3631.72,3.88478,392.82899,269.57346,241.58249,182.84685,157.68154,234.40543,16.68656,16.54868,87.75528,2.40501,54.46973
Betty Velkova,8b0cb352-4da9-4349-b147-77a3736ea957,07/31/2025,1753975455.65,Organizational 7.31.25,201,43a2368a-a29a-40e2-afb6-a01a1ad01457,19,1753971622.41,Forward,Rice WSOC,July,Thursday,3631.72,0.0,2.20818,3631.72,5.59164,477.36681,285.80871,246.86385,171.6882,190.29139,333.86062,18.86873,15.82275,74.74157,2.54464,58.71137
Leah Chancey,85ed14d3-34f0-42fc-8477-c03064e998f4,07/31/2025,1753975455.65,Organizational 7.31.25,201,43a2368a-a29a-40e2-afb6-a01a1ad01457,23,1753971622.41,Central Midfielder,Rice WSOC,July,Thursday,3631.72,0.0,1.88169,3631.72,4.14912,342.79369,205.61776,184.95056,116.63646,142.93135,238.7152,15.8922,15.19464,77.21966,2.12757,50.0306
Taylor Rish,81828efc-2855-4216-a0d1-6a7c9201d5a0,07/31/2025,1753975455.65,Organizational 7.31.25,201,43a2368a-a29a-40e2-afb6-a01a1ad01457,7,1753971622.41,Full Back,Rice WSOC,July,Thursday,3631.72,0.0,1.9155,3631.72,3.589,298.45587,168.20387,153.22614,99.5624,114.07522,219.02682,16.08307,15.44185,83.67892,2.22906,50.92968
Jules Johnston,931babc9-289c-47bf-970a-22d756ac9f5a,07/31/2025,1753975455.65,Organizational 7.31.25,201,43a2368a-a29a-40e2-afb6-a01a1ad01457,25,1753971622.41,Forward,Rice WSOC,July,Thursday,3631.72,0.0,1.90139,3631.72,4.02065,403.92738,258.66723,216.08082,146.36576,181.49634,268.08698,16.94232,15.80187,73.10394,2.16296,50.55428
Leah Chancey,85ed14d3-34f0-42fc-8477-c03064e998f4,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,23,1753095656.01,Central Midfielder,Rice WSOC,July,Monday,3069.09,0.0,1.60159,3069.11,4.42793,277.19989,153.30968,93.25195,86.79611,106.74746,206.20794,15.09596,15.69034,69.99734,1.74932,51.18645
Taylor Rish,81828efc-2855-4216-a0d1-6a7c9201d5a0,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,7,1753095656.01,Full Back,Rice WSOC,July,Monday,3069.11,0.0,1.7377,3069.11,4.10972,245.28692,138.87403,80.56862,88.10996,88.62674,180.34653,15.80469,16.92761,81.18541,1.92425,54.67179
Kenzie Solomon,80afc22c-7b44-4cca-83af-4b9370cf2987,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,1,1753095656.01,Goalkeeper,Rice WSOC,July,Monday,3069.11,0.0,1.11765,3069.11,4.42456,177.38687,113.03904,120.20042,61.81212,80.78308,115.3469,11.35716,16.06453,68.74358,1.22257,35.16349
Megan Sweeney,76ec7312-9b6e-4355-a747-4de0c8e2d8b9,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,0,1753095656.01,Goalkeeper,Rice WSOC,July,Monday,3069.11,0.0,1.7679,3069.11,3.59255,300.20024,192.15707,123.44869,114.00248,130.08289,198.05252,18.69458,15.59271,69.75175,1.94621,55.62169
Betty Velkova,8b0cb352-4da9-4349-b147-77a3736ea957,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,19,1753095656.01,Forward,Rice WSOC,July,Monday,3069.11,0.0,1.70188,3069.11,6.37935,300.49931,187.98842,114.94351,120.22797,117.16614,204.66338,18.79385,16.57099,74.24628,1.86449,53.54457
Carsyn Martz,5ec6f0de-aa33-44a6-9b7e-676076c27478,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,20,1753095656.01,Wide Midfielder,Rice WSOC,July,Monday,3069.11,0.0,1.72881,3069.11,5.22863,300.71017,178.74984,108.53661,102.51494,124.78747,213.36055,19.13609,17.44202,84.25012,1.90822,54.39204
Naija Bruckner,59840313-0841-4a21-a5b5-b8b24cad01b8,07/21/2025,1753101985.12,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,28,1753095656.01,Central Midfielder,Rice WSOC,July,Monday,5696.87,0.0,4.07222,5696.87,5.02644,523.71599,306.05174,189.56837,179.14392,209.65549,376.67939,60.33968,17.13721,371.94037,5.1073,69.02319
Lauren Pickup,ae01c819-c49a-41ef-aa65-20df1a8a40a9,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,8,1753095656.01,Full Back,Rice WSOC,July,Monday,3069.11,0.0,1.72939,3069.11,3.76552,264.57628,170.36207,109.59026,99.65231,116.5252,175.82505,16.85175,16.83198,85.10085,1.92276,54.41019
Jessica Molina,49ee30cf-715d-49d2-bfd4-f208c806a5db,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,16,1753095656.01,Forward,Rice WSOC,July,Monday,3069.11,0.0,1.76995,3069.11,3.65043,269.13498,173.3154,110.55378,117.2554,103.04299,181.98262,16.14722,17.06112,83.85356,1.91389,55.68628
Kenna Sanders,457dc155-bdf2-48cc-8a59-2f0b4ec42ae2,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,18,1753095656.01,Forward,Rice WSOC,July,Monday,3069.09,0.0,1.61225,3069.11,3.94499,315.75327,206.57565,131.81873,127.1115,133.74587,203.40042,17.51012,14.71668,62.74298,1.73461,55.17031
Jadyn Jaeger,8e9bb6cd-180e-47be-afa1-39abe9300b25,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,11,1753095656.01,Full Back,Rice WSOC,July,Monday,3069.11,0.0,1.68884,3069.11,3.62158,218.73238,140.71455,84.86284,93.05832,86.41501,145.97061,16.02503,17.11155,82.55347,1.88117,53.13435
Jules Johnston,931babc9-289c-47bf-970a-22d756ac9f5a,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,25,1753095656.01,Forward,Rice WSOC,July,Monday,3069.11,0.0,1.69266,3069.11,3.8558,289.53991,189.46757,110.17402,111.40503,129.07694,188.35796,15.57845,16.81544,79.78082,1.85247,53.25477
Eileen Albers,943afa05-aaac-4426-ba0c-1ebef4e76cb7,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,12,1753095656.01,Forward,Rice WSOC,July,Monday,3069.11,0.0,1.68281,3069.11,3.40365,293.11829,160.24104,99.55541,97.79338,107.63634,221.77625,17.40953,15.48052,91.72853,1.88532,52.94459
Kirsten Ruf,9a8fba27-951b-4253-aac1-ae31800ac075,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,22,1753095656.01,Goalkeeper,Rice WSOC,July,Monday,3069.11,0.0,0.95296,3069.11,4.53375,165.08145,104.88418,102.86804,63.18484,70.31827,110.00721,8.37775,16.26455,70.08777,1.06793,29.98198
Isabelle Kent,6e66b652-d707-4f6a-86d3-61696dab1831,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,2,1753095656.01,Full Back,Rice WSOC,July,Monday,3069.11,0.0,1.65848,3069.11,3.77799,231.21582,145.47938,86.01722,88.69093,95.4735,152.40421,20.11705,16.082,72.88201,1.80462,52.17911
Sam Walker,ce80f564-5fb7-4c34-8faf-d75015152871,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,30,1753095656.01,Goalkeeper,Rice WSOC,July,Monday,3069.11,0.0,1.74306,3069.11,4.98818,316.68143,204.51844,110.71391,121.15302,136.60163,208.74667,16.6306,16.38114,77.70329,1.9395,54.84032
Laurel Kelley,a3fa5f45-c40a-44d8-ae81-6ac82f3fc9ef,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,21,1753095656.01,Forward,Rice WSOC,July,Monday,3069.11,0.0,1.66043,3069.11,3.75973,276.12396,167.38971,104.24961,101.44539,110.18724,193.90183,17.93324,16.57777,69.97866,1.8475,52.24056
Jordyn Mariam,f7e75558-805b-459d-b944-ec8d5a5beeac,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,5,1753095656.01,Wide Midfielder,Rice WSOC,July,Monday,3069.11,0.0,1.755,3069.11,4.64413,297.18489,193.15676,124.9897,120.84089,123.82064,190.58649,16.59791,17.0776,86.94263,1.94688,55.21605
Chelsea Cross,d654a3c8-46fc-4466-b132-8b2ba7258344,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,24,1753095656.01,Central Midfielder,Rice WSOC,July,Monday,3069.11,0.0,1.74934,3069.11,4.37857,323.97214,179.79301,103.0942,97.9518,129.13874,237.47253,17.58904,15.123,69.77573,1.92011,55.03791
Olivia Duvall,d91f4f1a-979c-4c34-bb2f-a8b1f5176b9e,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,14,1753095656.01,Forward,Rice WSOC,July,Monday,3069.11,0.0,1.66947,3069.11,4.29602,262.71076,170.5396,94.80683,110.64336,105.38964,172.522,17.86291,17.30143,85.93068,1.84526,52.52506
Dayo Tennyson,d0c5a2ec-d0d5-4ae1-bc9f-ae270bfc51e9,07/21/2025,1753099019.22,Conditioning 7.21.25,201,1e839746-bc3e-4ac9-9626-ce907c653445,3,1753095656.01,Full Back,Rice WSOC,July,Monday,3069.11,0.0,1.67755,3069.11,6.91542,332.70251,223.11578,140.87207,144.51971,139.40094,201.36169,17.06591,18.61268,101.45319,1.88193,52.77932
Mariana Elizondo,c3d64405-eb5d-4fc0-a8df-06af8ad627bf,07/18/2025,1752840548.66,Conditioning 7.18.25,201,b8610c84-f324-4c3a-8733-1a04b95c29f1,10,1752839815.03,Central Midfielder,Rice WSOC,July,Friday,733.63,0.0,1.06399,733.63,3.2807,186.94003,112.20449,9.90763,65.05693,77.14776,130.10978,27.66825,12.49666,47.82125,1.08453,140.04267
Carsyn Martz,5ec6f0de-aa33-44a6-9b7e-676076c27478,07/18/2025,1752840548.66,Conditioning 7.18.25,201,b8610c84-f324-4c3a-8733-1a04b95c29f1,20,1752839815.03,Wide Midfielder,Rice WSOC,July,Friday,733.63,0.0,1.07441,733.63,3.08964,184.29169,101.76317,13.36498,64.87971,65.16372,136.93498,26.68448,12.18699,43.89828,1.09256,141.41421
Chelsea Cross,d654a3c8-46fc-4466-b132-8b2ba7258344,07/18/2025,1752840548.66,Conditioning 7.18.25,201,b8610c84-f324-4c3a-8733-1a04b95c29f1,24,1752839815.03,Central Midfielder,Rice WSOC,July,Friday,733.63,0.0,1.03327,733.63,3.35377,231.3873,126.9597,8.52162,70.91096,90.74671,168.98439,25.98216,13.07958,52.27882,1.05321,135.99962
Dayo Tennyson,d0c5a2ec-d0d5-4ae1-bc9f-ae270bfc51e9,07/18/2025,1752840548.66,Conditioning 7.18.25,201,b8610c84-f324-4c3a-8733-1a04b95c29f1,3,1752839815.03,Full Back,Rice WSOC,July,Friday,733.63,0.0,1.03052,733.63,2.82075,183.43263,107.79994,15.2579,72.26469,64.79989,123.79907,22.01965,11.4861,45.39334,1.05742,135.63797
Sam Walker,ce80f564-5fb7-4c34-8faf-d75015152871,07/18/2025,1752840786.74,Conditioning 7.18.25,201,b8610c84-f324-4c3a-8733-1a04b95c29f1,30,1752839938.23,Goalkeeper,Rice WSOC,July,Friday,848.51,0.0,0.34443,848.51,2.79055,90.59389,62.49005,55.90154,35.52751,43.30028,55.39536,1.44798,7.09161,58.59648,0.57388,39.1957
Kenna Sanders,457dc155-bdf2-48cc-8a59-2f0b4ec42ae2,07/18/2025,1752840548.66,Conditioning 7.18.25,201,b8610c84-f324-4c3a-8733-1a04b95c29f1,18,1752839815.03,Forward,Rice WSOC,July,Friday,733.63,0.0,1.08753,733.63,2.55064,191.68594,119.71223,13.56035,77.58501,74.13326,130.28853,28.68984,12.2809,53.1414,1.10576,143.14143
Jessica Molina,49ee30cf-715d-49d2-bfd4-f208c806a5db,07/18/2025,1752840548.66,Conditioning 7.18.25,201,b8610c84-f324-4c3a-8733-1a04b95c29f1,16,1752839815.03,Forward,Rice WSOC,July,Friday,733.63,0.0,1.02895,733.63,1.92545,139.20627,76.72127,11.72724,47.14266,51.37171,105.41411,20.51096,10.67527,36.89054,1.04017,135.43139
